"eventid";"success";"date";"gname";"individual";"phenomenon_area";"city";"latitude";"longitude";"dayunclear";"locationunclear";"doubtterr";"alternative_txt";"nkill";"nwound";"nkillter";"nwoundte";"attacktype1_txt";"attacktype2_txt";"targtype1_txt";"targtype2_txt";"targtype3_txt";"target1";"target2";"target3";"corp1";"corp2";"corp3";"weaptype1_txt";"weapsubtype1_txt";"weaptype2_txt";"weapsubtype2_txt";"weaptype3_txt";"weapsubtype3_txt";"weapdetail";"suicide"
197307070002;1;1973-07-07;"2nd of June Movement";0;"Left-Wing Extremism";"Bochum";51,482917;7,211808;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Auto dealer";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197307290001;1;1973-07-29;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Bad Kreuznach";49,845939;7,860205;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"Army fuel storage area";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197308050001;1;1973-08-05;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Kampen";54,953947;8,342259;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Journalists & Media";NA;NA;"villa of Axel Springer ""Klenderhog""";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197308090001;1;1973-08-09;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"garage of psychiatric expert Prof. Witter";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197309070001;1;1973-09-07;"Black September";0;"Foreign Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Israeli Exhibit *";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197309100001;1;1973-09-10;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"German Dept store- yardgoods dept";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197309150001;1;1973-09-15;"Unknown";0;"Uncategorized";"Monchengladbach";51,191261;6,442066;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"military base theatre areas*";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197309230001;1;1973-09-23;"Unknown";0;"Uncategorized";"Boblingen";48,685666;9,015253;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"storage depot- military";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197309290002;1;1973-09-29;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Boblingen";48,685666;9,015253;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Military";NA;NA;"army storage depot";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197310000001;0;1973-10-01;"Red Cell";0;"Left-Wing Extremism";"Essen";51,457935;7,014828;1;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"ITT office";NA;NA;NA;NA;NA;"Explosives";"Other Explosive Type";NA;NA;NA;NA;"Explosive";0
197310040002;1;1973-10-04;"Unknown";0;"Uncategorized";"Hanover";52,372068;9,735686;0;0;1;"Insurgency/Guerilla Action";NA;NA;NA;NA;"Armed Assault";NA;"Military";NA;NA;"military vehicle";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197310040003;1;1973-10-04;"Unknown";0;"Uncategorized";"Hanover";52,372068;9,735686;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Private Citizens & Property";NA;NA;"Private residence of lawyer";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197310080003;1;1973-10-08;"Unknown";0;"Uncategorized";"Essen";51,457935;7,014828;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"ITT facility";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197311170002;1;1973-11-17;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"ITT Subsidary SEL Company";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197311180001;1;1973-11-18;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Nuremberg";49,45052;11,08048;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"SEL plant";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197311190001;1;1973-11-19;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Nuremberg";49,45052;11,08048;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Sel Plant";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197312040001;1;1973-12-04;"Revolutionary Peoples Army";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Bank";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197312260001;1;1973-12-26;"Revolutionary Peoples Army";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Bank";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197312280003;1;1973-12-28;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"Bank";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197402070001;1;1974-02-07;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Darmstadt";49,87242;8,650855;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Police";NA;NA;"police station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197402100001;1;1974-02-10;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"german federation of industry building";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197402100002;1;1974-02-10;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Police";NA;NA;"hamburg office, bfv";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197403020001;1;1974-03-02;"Revolutionary Cells";0;"Left-Wing Extremism";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Religious Figures/Institutions";NA;NA;"cathedral";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197403240001;1;1974-03-24;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Essen";51,457935;7,014828;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"ITT plant";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197404010001;1;1974-04-01;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197404280002;1;1974-04-28;"RVA";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197405010001;1;1974-05-01;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Government (General)";NA;NA;"vehicle, fr6 alderman";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197405290001;1;1974-05-29;"Organization of the Sons of Occupied Territories";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Airports & Aircraft";NA;NA;"japan airlines office";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197406050001;1;1974-06-05;"2nd of June Movement";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;1;NA;NA;NA;"Assassination";NA;"Terrorists/Non-State Militia";NA;NA;"Ulrich Schmuecker, terrorist";NA;NA;"M2J";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197406100001;1;1974-06-10;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (Diplomatic)";NA;NA;"iranian consulate";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197406120001;1;1974-06-12;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;9;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"chilean consulate";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197406190007;1;1974-06-19;"Unknown";0;"Uncategorized";"Erlangen";49,599937;11,0063;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Police";NA;NA;"Police Station";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197408150002;1;1974-08-15;"Revolutionary Cells";0;"Left-Wing Extremism";"Mannheim";49,484677;8,476728;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Company";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197408250001;1;1974-08-25;"Democratic Front for the Liberation of Palestine (DFLP)";0;"Foreign Extremism";"Mannheim";49,484677;8,476728;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Mechanical Crane Construction Plant";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197408260001;1;1974-08-26;"2nd of June Movement";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Israeli State Travel Office";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197410080002;0;1974-10-08;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Business";NA;NA;"Avis rental cars";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197410250001;1;1974-10-25;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Court";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197410250002;1;1974-10-25;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Court";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197410250003;1;1974-10-25;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"Court";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197411090001;1;1974-11-09;"Unknown";0;"Uncategorized";"Bochum";51,482917;7,211808;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"State Court Bldg";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197411100001;1;1974-11-10;"2nd of June Movement";0;"Left-Wing Extremism";"Berlin";52,50153;13,401851;0;0;0;NA;1;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Government (General)";NA;NA;"Guenler v. Drenkmann, Presiding Judge";NA;NA;"Berlin State Court";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197411100002;1;1974-11-10;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"State Court";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197411110001;1;1974-11-11;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Police";NA;NA;"Police Station, Schoeneberg";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197411120001;1;1974-11-12;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Office, Manager Car Company";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197411150001;1;1974-11-15;"Unknown";0;"Uncategorized";"Gottingen";51,532605;9,928442;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Police";NA;NA;"Poilce Vehicle";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197411200001;1;1974-11-20;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Home of Judge Gerd Ziegler";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197411300001;0;1974-11-30;"Unknown";0;"Uncategorized";"Kronberg im Taunus";50,179683;8,508595;0;0;0;NA;NA;1;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Heisler-Kiep, Christian Democrat Deputy";NA;NA;"Bundestag";NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistol";0
197412070001;1;1974-12-07;"Unknown";0;"Uncategorized";"Bremen";53,074981;8,807081;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Railroad Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197501300001;1;1975-01-30;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistols";0
197502090001;1;1975-02-09;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"NGO";NA;NA;"League of German Industry Building";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197502090002;1;1975-02-09;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"Interior Ministry";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197502270001;1;1975-02-27;"2nd of June Movement";0;"Left-Wing Extremism";"Unknown";54,193719;7,58229;0;1;0;NA;NA;NA;NA;NA;"Hostage Taking (Kidnapping)";NA;"Government (General)";NA;NA;"Peter Lorenz, chairman, CDU, Berlin Mayoral Candidate";NA;NA;"Christian democratic party";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197503030002;1;1975-03-03;"Revolutionary Cells";0;"Left-Wing Extremism";"Bamberg";49,898814;10,902764;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Religious Figures/Institutions";NA;NA;"Confessional Box, Bamberg Cathedral";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197503040003;1;1975-03-04;"Unknown";0;"Uncategorized";"Karlsruhe";49,008085;8,403756;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (General)";NA;NA;"Federal Constitutional Court";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197504070001;1;1975-04-07;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"ITT truck";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197504290001;1;1975-04-29;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Police";NA;NA;"Aliens Police Office";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197504300001;1;1975-04-30;"Unknown";0;"Uncategorized";"Ludwigshafen";49,477613;8,445092;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"NGO";NA;NA;"Industry and Commerce Building";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197504300002;1;1975-04-30;"Revolutionary Cells";0;"Left-Wing Extremism";"Mainz";49,993038;8,247247;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Industry and Commerce Building";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197505010001;1;1975-05-01;"Revolutionary Cells";0;"Left-Wing Extremism";"West Berlin";52,50153;13,401851;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Chamber of Commerce";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197505010002;1;1975-05-01;"Revolutionary Cells";0;"Left-Wing Extremism";"Ludwigshafen am Rhein";49,477613;8,445092;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Chamber of Commerce";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197505010003;1;1975-05-01;"Revolutionary Cells";0;"Left-Wing Extremism";"Mainz";49,993038;8,247247;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Private Citizens & Property";NA;NA;"Chamber Commerce";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197507050002;1;1975-07-05;"Unknown";0;"Uncategorized";"Karlsruhe";49,008085;8,403756;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"District Court Building";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197508180001;0;1975-08-18;"Soldiers of the Algerian Opposition";0;"Foreign Extremism";"Bonn";50,732674;7,096299;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Algerian Embassy";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197508200001;0;1975-08-20;"Unknown";0;"Uncategorized";"West Berlin";52,50153;13,401851;0;0;-9;NA;NA;1;NA;NA;"Assassination";NA;"Private Citizens & Property";NA;NA;"Galinski, Chairman";NA;NA;"Berlin Jewish Community";NA;NA;"Explosives";"Letter Bomb";NA;NA;NA;NA;"Package bomb";0
197509080002;1;1975-09-08;"Unknown";0;"Uncategorized";"Fulda";50,553861;9,674339;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Government (General)";NA;NA;"States Attorney's Offices";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197509130001;1;1975-09-13;"Unknown";0;"Uncategorized";"Hamburg";53,553813;9,991586;0;0;0;NA;NA;11;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Main Rail Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197510060001;0;1975-10-06;"Unknown";0;"Uncategorized";"Nuremberg";49,45052;11,08048;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"Railroad Station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197510080002;1;1975-10-08;"Commando 27 September";0;"Uncategorized";"Mainz";49,993038;8,247247;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Spanish Consulate";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197510080003;1;1975-10-08;"Revolutionary Cells";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"subway ticket vending machines";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197510160002;1;1975-10-16;"Baader-Meinhof Group";0;"Left-Wing Extremism";"Hamburg";53,553813;9,991586;0;0;0;NA;1;NA;NA;NA;"Assassination";NA;"Government (General)";NA;NA;"Klug, daughter";NA;NA;"Senator, Dr. Klug";NA;NA;"Unknown";NA;NA;NA;NA;NA;NA;0
197510170001;1;1975-10-17;"Unknown";0;"Uncategorized";"Kaiserslautern";49,4447;7,769004;0;0;-9;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Police";NA;NA;"police parking lot";NA;NA;NA;NA;NA;"Incendiary";NA;NA;NA;NA;NA;"Incendiary";0
197510180002;1;1975-10-18;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"vending machines, public transport system";NA;NA;NA;NA;NA;"Chemical";NA;NA;NA;NA;NA;"Acid";0
197510200001;1;1975-10-20;"Revolutionary Cells";0;"Left-Wing Extremism";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"ticket vending machines for metro (subway)";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197511120001;1;1975-11-12;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Transportation";NA;NA;"main rail station";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197511120003;1;1975-11-12;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"vending machines, public transport systems";NA;NA;NA;NA;NA;"Chemical";NA;NA;NA;NA;NA;"Acid";0
197511300001;0;1975-11-30;"Unknown";0;"Uncategorized";"Munich";48,139126;11,580186;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Police";NA;NA;"Police building Nr. 25";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197512100002;1;1975-12-10;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Facility/Infrastructure Attack";NA;"Transportation";NA;NA;"vending machines, public transport systems";NA;NA;NA;NA;NA;"Chemical";NA;NA;NA;NA;NA;"Acid";0
197512200001;1;1975-12-20;"Unknown";0;"Uncategorized";"Dusseldorf";51,213924;6,780691;0;0;-9;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Business";NA;NA;"Commercial building";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197512240001;1;1975-12-24;"Croatian Nationalists";0;"Foreign Extremism";"Stuttgart";48,777106;9,180769;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Airports & Aircraft";NA;NA;"Yugoslav Airlines Office (Yugoslav Aero Transport)";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197512290002;1;1975-12-29;"League of the 18";0;"Uncategorized";"Kronach";50,240054;11,323375;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Telecommunication";NA;NA;"Telephone Booth";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197512300003;1;1975-12-30;"Unknown";0;"Uncategorized";"Heidelberg";49,4019;8,680285;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Police";NA;NA;"Jail";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197512300005;1;1975-12-30;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Chilean consulate";NA;NA;NA;NA;NA;"Firearms";"Handgun";"Explosives";"Unknown Explosive Type";NA;NA;"Pistols; Explosive";0
197512300006;1;1975-12-30;"Unknown";0;"Uncategorized";"Cologne";50,940664;6,959912;0;0;-9;NA;NA;NA;NA;NA;"Armed Assault";NA;"Business";NA;NA;"bank";NA;NA;NA;NA;NA;"Firearms";"Handgun";NA;NA;NA;NA;"Pistols";0
197601010001;1;1976-01-01;"Unknown";0;"Uncategorized";"Frankfurt";50,11797;8,644191;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Chilean Consulate General";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
197601030002;1;1976-01-03;"Croatian Nationalists";0;"Foreign Extremism";"Stuttgart";48,777106;9,180769;0;0;0;NA;NA;NA;NA;NA;"Bombing/Explosion";NA;"Government (Diplomatic)";NA;NA;"Yugoslav Consulate";NA;NA;NA;NA;NA;"Explosives";"Unknown Explosive Type";NA;NA;NA;NA;"Explosive";0
